model,experiment_id,language,n_samples,n_prompts,n_generations,accuracy,macro_f1,avg_sensitivity,avg_consistency,type_token_ratio,chars_per_word,consistency_by_class
humain-ai/ALLaM-7B-Instruct-preview,CrossModel_ALLaM_7B_Pilot07,english,60,8,480,0.9833333333333333,0.9832915622389308,0.00593678645180037,0.9833333333333334,0.5039787798408488,5.423774651274653,"{""NUMBER"": 1.0, ""LOCATION"": 1.0, ""PERSON"": 1.0, ""DESCRIPTION"": 1.0, ""ENTITY"": 0.9, ""ABBREVIATION"": 1.0}"
humain-ai/ALLaM-7B-Instruct-preview,CrossModel_ALLaM_7B_Pilot07,arabic,60,8,480,1.0,1.0,0.00593678645180037,0.9833333333333334,0.6391752577319587,5.428756613756614,"{""NUMBER"": 1.0, ""LOCATION"": 1.0, ""PERSON"": 1.0, ""DESCRIPTION"": 1.0, ""ENTITY"": 0.9, ""ABBREVIATION"": 1.0}"
