model,experiment_id,language,n_samples,n_prompts,n_generations,accuracy,macro_f1,avg_sensitivity,avg_consistency,type_token_ratio,chars_per_word,consistency_by_class
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,english,60,8,480,0.9166666666666666,0.9087301587301587,0.038505155432570305,0.8787037037037037,0.5039787798408488,5.423774651274653,"{""NUMBER"": 0.95, ""LOCATION"": 1.0, ""PERSON"": 1.0, ""DESCRIPTION"": 1.0, ""ENTITY"": 0.32222222222222224, ""ABBREVIATION"": 1.0}"
FreedomIntelligence/AceGPT-v2-8B-Chat,CrossModel_AceGPT_8B_Pilot07,arabic,60,8,480,0.8833333333333333,0.8617715617715618,0.03129258326857918,0.8824074074074074,0.6391752577319587,5.428756613756614,"{""NUMBER"": 0.975, ""LOCATION"": 1.0, ""PERSON"": 1.0, ""DESCRIPTION"": 0.95, ""ENTITY"": 0.36944444444444446, ""ABBREVIATION"": 1.0}"
